time, generation, evaluatedTests, evaluatedActions, neededBudget, coveredTargets, faults, lines, avgActionsPerTest, percentImprovedThroughtCrossover
0, 0, 2, 2, 50, 37, 0, 1, 1.0, 0
0, 1, 4, 4, 75, 100, 0, 3, 1.0, 0
0, 2, 6, 6, 83, 109, 0, 3, 1.0, 0
0, 3, 8, 8, 87, 151, 0, 5, 1.0, 0
0, 4, 10, 10, 90, 152, 0, 5, 1.0, 0
0, 5, 12, 12, 91, 259, 0, 7, 1.0, 0
0, 6, 14, 14, 100, 261, 0, 7, 1.0, 0
0, 7, 16, 16, 93, 382, 0, 14, 1.0, 0
0, 8, 18, 18, 94, 399, 0, 14, 1.0, 0
0, 9, 20, 20, 95, 400, 0, 14, 1.0, 0
0, 10, 22, 22, 95, 503, 1, 16, 1.0, 0
0, 11, 24, 24, 95, 506, 1, 16, 1.0, 0
0, 12, 26, 26, 96, 522, 1, 16, 1.0, 0
0, 13, 28, 29, 96, 523, 1, 16, 1.0357142857142858, 0
0, 14, 29, 30, 93, 523, 1, 16, 1.0344827586206897, 0
0, 15, 30, 31, 90, 523, 1, 16, 1.0333333333333334, 0
0, 16, 31, 32, 87, 523, 1, 16, 1.032258064516129, 0
0, 17, 32, 33, 84, 523, 1, 16, 1.03125, 0
0, 18, 33, 34, 100, 523, 1, 16, 1.0303030303030303, 0
0, 19, 34, 37, 100, 526, 2, 16, 1.088235294117647, 0
0, 20, 35, 39, 100, 526, 2, 16, 1.1142857142857143, 0
0, 21, 36, 43, 100, 678, 2, 20, 1.1944444444444444, 0
0, 22, 37, 44, 97, 678, 2, 20, 1.1891891891891893, 0
0, 23, 38, 47, 100, 678, 2, 20, 1.236842105263158, 0
0, 24, 40, 56, 100, 791, 4, 23, 1.4, 0
0, 25, 42, 63, 98, 791, 4, 23, 1.5, 0
0, 26, 44, 74, 100, 791, 4, 23, 1.6818181818181819, 0
0, 27, 45, 75, 98, 791, 4, 23, 1.6666666666666667, 0
0, 28, 47, 93, 100, 810, 4, 23, 1.9787234042553192, 0
0, 29, 48, 94, 98, 810, 4, 23, 1.9583333333333333, 0
0, 30, 49, 95, 100, 810, 4, 23, 1.9387755102040816, 0
0, 31, 50, 96, 100, 810, 4, 23, 1.92, 0
0, 32, 51, 97, 100, 810, 4, 23, 1.9019607843137254, 0
0, 33, 53, 99, 98, 810, 4, 23, 1.8679245283018868, 0
0, 34, 54, 100, 100, 810, 4, 23, 1.8518518518518519, 0
0, 35, 56, 102, 100, 810, 4, 23, 1.8214285714285714, 0
0, 36, 58, 112, 100, 830, 5, 24, 1.9310344827586208, 0
0, 37, 59, 113, 100, 830, 5, 24, 1.9152542372881356, 0
0, 38, 60, 118, 95, 830, 5, 24, 1.9666666666666666, 0
0, 39, 62, 127, 93, 830, 5, 24, 2.0483870967741935, 0
0, 40, 64, 129, 100, 830, 5, 24, 2.015625, 0
0, 41, 66, 146, 100, 840, 5, 24, 2.212121212121212, 0
0, 42, 67, 155, 100, 843, 6, 24, 2.3134328358208953, 0
1, 43, 69, 169, 100, 879, 6, 26, 2.449275362318841, 0
1, 44, 71, 173, 99, 879, 6, 26, 2.436619718309859, 0
1, 45, 72, 182, 94, 879, 6, 26, 2.5277777777777777, 0
1, 46, 73, 191, 100, 879, 6, 26, 2.6164383561643834, 0
1, 47, 74, 192, 99, 879, 6, 26, 2.5945945945945947, 0
1, 48, 75, 201, 100, 879, 6, 26, 2.68, 0
1, 49, 76, 202, 99, 879, 6, 26, 2.6578947368421053, 0
1, 50, 78, 218, 100, 969, 6, 28, 2.7948717948717947, 0
1, 51, 79, 219, 99, 969, 6, 28, 2.7721518987341773, 0
1, 52, 80, 220, 99, 969, 6, 28, 2.75, 0
1, 53, 81, 221, 100, 969, 6, 28, 2.728395061728395, 0
1, 54, 83, 232, 99, 969, 6, 28, 2.7951807228915664, 0
1, 55, 85, 234, 99, 969, 6, 28, 2.7529411764705882, 0
1, 56, 86, 241, 100, 969, 6, 28, 2.802325581395349, 0
1, 57, 88, 251, 99, 969, 6, 28, 2.852272727272727, 0
1, 58, 89, 260, 100, 969, 6, 28, 2.9213483146067416, 0
1, 59, 91, 276, 100, 969, 6, 28, 3.032967032967033, 0
1, 60, 93, 284, 100, 969, 6, 28, 3.053763440860215, 0
1, 61, 95, 293, 97, 981, 6, 29, 3.0842105263157893, 0
1, 62, 97, 302, 100, 990, 6, 29, 3.11340206185567, 0
1, 63, 98, 310, 100, 994, 6, 29, 3.163265306122449, 0
1, 64, 99, 319, 97, 994, 6, 29, 3.2222222222222223, 0
